provider_name,provider_name_id
MIMBRES MEMORIAL HOSPITAL,1735
MINDEN MEDICAL CENTER,1736
MINERAL AREA REGIONAL MEDICAL CENTER,1737
MINERS MEDICAL CENTER,1738
MINISTRY SAINT JOSEPH'S HOSPITAL,1739
MINISTRY ST MARYS HOSPITAL,1740
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,1741
MIRIAM HOSPITAL,1742
MISSION COMMUNITY HOSPITAL - PANORAMA,1743
MISSION HOSPITAL REGIONAL MED CENTER,1744
MISSION REGIONAL MEDICAL CENTER,1745
MISSISSIPPI BAPTIST MEDICAL CENTER,1746
MISSOURI BAPTIST HOSPITAL SULLIVAN,1747
MISSOURI BAPTIST MEDICAL CENTER,1748
MISSOURI DELTA MEDICAL CENTER,1749
MISSOURI SOUTHERN HEALTHCARE,1750
MIZELL MEMORIAL HOSPITAL,1751
MOBERLY REGIONAL MEDICAL CENTER,1752
MOBILE INFIRMARY,1753
MONMOUTH MEDICAL CENTER,1754
MONONGAHELA VALLEY HOSPITAL,1755
MONONGALIA COUNTY GENERAL HOSPITAL,1756
MONROE COUNTY HOSPITAL,1757
MONROE COUNTY MEDICAL CENTER,1758
MONROE HOSPITAL,1759
MONROE SURGICAL HOSPITAL,1760
MONTCLAIR HOSPITAL MEDICAL CENTER,1761
MONTEFIORE MEDICAL CENTER,1762
MONTEREY PARK HOSPITAL,1763
MONTFORT JONES MEMORIAL HOSPITAL,1764
MONTGOMERY GENERAL HOSPITAL INC,1765
MONTGOMERY HOSPITAL,1766
MONTROSE MEMORIAL HOSPITAL,1767
MOORE COUNTY HOSPITAL DISTRICT,1768
MOREHEAD MEMORIAL HOSPITAL,1769
MOREHOUSE GENERAL HOSPITAL,1770
MORRIS HOSPITAL & HEALTHCARE CENTERS,1771
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,1772
MORRISTOWN MEMORIAL HOSPITAL,1773
MORTON COUNTY HOSPITAL,1774
MORTON HOSPITAL,1775
MORTON PLANT HOSPITAL,1776
MORTON PLANT NORTH BAY HOSPITAL,1777
"MOSES H CONE MEMORIAL HOSPITAL, THE",1778
MOSES TAYLOR HOSPITAL,1779
MOTHER FRANCES HOSPITAL,1780
MOUNT AUBURN HOSPITAL,1781
MOUNT CARMEL HEALTH,1782
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,1783
MOUNT CARMEL ST ANN'S HOSPITAL,1784
MOUNT CLEMENS REGIONAL MEDICAL CENTER,1785
MOUNT NITTANY MEDICAL CENTER,1786
MOUNT PLEASANT HOSPITAL,1787
MOUNT SINAI HOSPITAL,1788
MOUNT SINAI MEDICAL CENTER,1789
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,1790
MOUNT VERNON HOSPITAL,1791
MOUNTAIN VIEW HOSPITAL,1792
MOUNTAIN VIEW REGIONAL HOSPITAL,1793
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,1794
"MOUNTAIN VISTA MEDICAL CENTER, LP",1795
MOUNTAIN WEST MEDICAL CENTER,1796
MOUNTAINSIDE HOSPITAL,1797
MOUNTAINVIEW HOSPITAL,1798
MT EDGECUMBE HOSPITAL,1799
MT GRAHAM REGIONAL MEDICAL CENTER,1800
MT SINAI HOSPITAL MEDICAL CENTER,1801
MUHLENBERG COMMUNITY HOSPITAL,1802
MULTICARE GOOD SAMARITAN HOSPITAL,1803
MUNROE REGIONAL MEDICAL CENTER,1804
MUNSON MEDICAL CENTER,1805
MURPHY MEDICAL CENTER INC,1806
MURRAY MEDICAL CENTER,1807
MURRAY-CALLOWAY COUNTY HOSPITAL,1808
MUSC MEDICAL CENTER,1809
MUSKOGEE COMMUNITY HOSPITAL,1810
MUSKOGEE REGIONAL MEDICAL CENTER,1811
NACOGDOCHES MEDICAL CENTER,1812
NANTICOKE MEMORIAL HOSPITAL,1813
NANTUCKET COTTAGE HOSPITAL,1814
NAPLES COMMUNITY HOSPITAL,1815
NASH GENERAL HOSPITAL,1816
NASHOBA VALLEY MEDICAL CENTER,1817
NASON HOSPITAL,1818
NASSAU UNIVERSITY MEDICAL CENTER,1819
NATCHEZ COMMUNITY HOSPITAL/SWING BED,1820
NATCHEZ REGIONAL MEDICAL CENTER,1821
NATCHITOCHES REGIONAL MEDICAL CENTER,1822
NATHAN LITTAUER HOSPITAL,1823
NATIONAL PARK MEDICAL CENTER,1824
NATIVIDAD MEDICAL CENTER,1825
NAVARRO REGIONAL HOSPITAL,1826
NAZARETH HOSPITAL,1827
NEA BAPTIST MEMORIAL HOSPITAL,1828
NEBRASKA HEART HOSPITAL,1829
NEBRASKA ORTHOPAEDIC HOSPITAL,1830
"NEBRASKA SPINE HOSPITAL, LLC",1831
NESHOBA COUNTY GENERAL HOSPITAL,1832
NEVADA REGIONAL MEDICAL CENTER,1833
NEW ENGLAND BAPTIST HOSPITAL,1834
NEW HANOVER REGIONAL MEDICAL CENTER,1835
NEW MILFORD HOSPITAL,1836
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",1837
NEW YORK DOWNTOWN HOSPITAL,1838
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,1839
NEW YORK METHODIST HOSPITAL,1840
NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,1841
NEW YORK-PRESBYTERIAN HOSPITAL,1842
NEWARK BETH ISRAEL MEDICAL CENTER,1843
NEWARK-WAYNE COMMUNITY HOSPITAL,1844
NEWBERRY COUNTY MEMORIAL HOSPITAL,1845
NEWMAN MEMORIAL HOSPITAL,1846
NEWMAN REGIONAL HEALTH,1847
NEWPORT HOSPITAL,1848
NEWTON MEDICAL CENTER,1849
NEWTON MEMORIAL HOSPITAL,1850
NEWTON-WELLESLEY HOSPITAL,1851
NIAGARA FALLS MEMORIAL MEDICAL CENTER,1852
NICHOLAS H NOYES MEMORIAL HOSPITAL,1853
NIX HEALTH CARE SYSTEM,1854
NOBLE HOSPITAL,1855
NOCONA GENERAL HOSPITAL,1856
NORMAN REGIONAL HEALTH SYSTEM,1857
NORTH ADAMS REGIONAL HOSPITAL,1858
NORTH ARKANSAS REGIONAL MEDICAL CENTER,1859
NORTH AUSTIN MEDICAL CENTER,1860
NORTH BALDWIN INFIRMARY,1861
NORTH CAROLINA BAPTIST HOSPITAL,1862
NORTH CAROLINA SPECIALTY HOSPITAL,1863
NORTH CENTRAL BRONX HOSPITAL,1864
NORTH CENTRAL SURGICAL CENTER LLP,1865
NORTH COLORADO MEDICAL CENTER,1866
NORTH CYPRESS MEDICAL CENTER,1867
NORTH FLORIDA REGIONAL MEDICAL CENTER,1868
NORTH FULTON REGIONAL HOSPITAL,1869
NORTH GEORGIA MEDICAL CENTER,1870
NORTH HAWAII COMMUNITY HOSPITAL,1871
NORTH HILLS HOSPITAL,1872
NORTH KANSAS CITY HOSPITAL,1873
NORTH MEMORIAL MEDICAL CENTER,1874
NORTH METRO MEDICAL CENTER,1875
NORTH MISSISSIPPI MEDICAL CENTER,1876
NORTH OAK REGIONAL MEDICAL CENTER,1877
"NORTH OAKS MEDICAL CENTER, LLC",1878
NORTH OKALOOSA MEDICAL CENTER,1879
NORTH OTTAWA COMMUNITY HOSPITAL,1880
NORTH SHORE MEDICAL CENTER,1881
NORTH SHORE UNIVERSITY HOSPITAL,1882
NORTH SUBURBAN MEDICAL CENTER,1883
NORTH TEXAS HOSPITAL,1884
NORTH TEXAS MEDICAL CENTER,1885
NORTH VISTA HOSPITAL,1886
NORTHBAY MEDICAL CENTER,1887
NORTHBAY VACAVALLEY HOSPITAL,1888
NORTHCREST MEDICAL CENTER,1889
NORTHEAST ALABAMA REGIONAL MED CENTER,1890
"NORTHEAST GEORGIA MEDICAL CENTER, INC",1891
NORTHEAST REGIONAL MEDICAL CENTER,1892
NORTHEASTERN NEVADA REGIONAL HOSPITAL,1893
NORTHERN DUTCHESS HOSPITAL,1894
NORTHERN HOSPITAL OF SURRY COUNTY,1895
NORTHERN LOUISIANA MEDICAL CENTER,1896
NORTHERN MAINE MEDICAL CENTER,1897
NORTHERN MICHIGAN REGIONAL HOSPITAL,1898
NORTHERN MONTANA HOSPITAL,1899
NORTHERN NAVAJO MEDICAL CENTER,1900
NORTHERN NEVADA MEDICAL CENTER,1901
NORTHERN WESTCHESTER HOSPITAL,1902
NORTHFIELD HOSPITAL,1903
NORTHPORT MEDICAL CENTER,1904
NORTHRIDGE HOSPITAL MEDICAL CENTER,1905
NORTHRIDGE MEDICAL CENTER,1906
NORTHSIDE HOSPITAL,1907
NORTHSIDE HOSPITAL CHEROKEE,1908
NORTHSIDE HOSPITAL FORSYTH,1909
NORTHSIDE MEDICAL CENTER,1910
NORTHWEST COMMUNITY HOSPITAL,1911
NORTHWEST HILLS SURGICAL HOSPITAL,1912
NORTHWEST HOSPITAL,1913
NORTHWEST HOSPITAL CENTER,1914
NORTHWEST MEDICAL CENTER,1915
NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1916
NORTHWEST SPECIALTY HOSPITAL,1917
NORTHWEST SURGICAL HOSPITAL,1918
NORTHWEST TEXAS HOSPITAL,1919
NORTHWEST TEXAS SURGERY CENTER,1920
NORTHWESTERN MEDICAL CENTER INC,1921
NORTHWESTERN MEMORIAL HOSPITAL,1922
NORTON COMMUNITY HOSPITAL,1923
"NORTON HOSPITALS, INC",1924
NORWALK HOSPITAL ASSOCIATION,1925
NORWEGIAN-AMERICAN HOSPITAL,1926
NORWOOD HOSPITAL,1927
NOVATO COMMUNITY HOSPITAL,1928
"NW ARKANSAS HOSPITALS, LLC",1929
NYACK HOSPITAL,1930
NYU HOSPITALS CENTER,1931
O U MEDICAL CENTER,1932
O'BLENESS MEMORIAL HOSPITAL,1933
O'CONNOR HOSPITAL,1934
OAK FOREST HOSPITAL,1935
OAK HILL HOSPITAL,1936
OAK LEAF SURGCL HSPTL,1937
OAK VALLEY DISTRICT HOSPITAL,1938
OAKBEND MEDICAL CENTER,1939
OAKDALE COMMUNITY HOSPITAL,1940
OAKLAWN HOSPITAL,1941
OAKWOOD ANNAPOLIS HOSPITAL,1942
OAKWOOD HERITAGE HOSPITAL,1943
OAKWOOD HOSPITAL AND MEDICAL CENTER,1944
OAKWOOD SOUTHSHORE MEDICAL CENTER,1945
OASIS HOSPITAL,1946
OCALA REGIONAL MEDICAL CENTER,1947
OCEAN MEDICAL CENTER,1948
OCH REGIONAL MEDICAL CENTER,1949
OCHSNER BAPTIST MEDICAL CENTER LLC,1950
OCHSNER FOUNDATION HOSPITAL,1951
"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC",1952
OCHSNER MEDICAL CENTER-BATON ROUGE,1953
OCHSNER MEDICAL CENTER-KENNER LLC,1954
OCONEE MEDICAL CENTER,1955
OCONEE REGIONAL MEDICAL CENTER,1956
OCONOMOWOC MEM HSPTL,1957
ODESSA REGIONAL HOSPITAL,1958
OGDEN REGIONAL MEDICAL CENTER,1959
OHIO STATE UNIVERSITY HOSPITALS,1960
OHIO VALLEY GENERAL HOSPITAL,1961
OHIO VALLEY MEDICAL CENTER,1962
"OHIO VALLEY MEDICAL CENTER, LLC",1963
OHSU HOSPITAL AND CLINICS,1964
OJAI VALLEY COMMUNITY HOSPITAL,1965
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,1966
OKLAHOMA HEART HOSPITAL,1967
OKLAHOMA HEART HOSPITAL SOUTH,1968
OKLAHOMA SPINE HOSPITAL,1969
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,1970
"OKLAHOMA SURGICAL HOSPITAL, LLC",1971
OKMULGEE MEMORIAL HOSPITAL,1972
OLATHE MEDICAL CENTER,1973
OLEAN GENERAL HOSPITAL,1974
OLMSTED MEDICAL CENTER,1975
OLYMPIA MEDICAL CENTER,1976
OLYMPIC MEDICAL CENTER,1977
ONEIDA HEALTHCARE CENTER,1978
ONSLOW MEMORIAL HOSPITAL,1979
OPELOUSAS GENERAL HEALTH SYSTEM,1980
ORANGE COAST MEMORIAL MEDICAL CENTER,1981
ORANGE PARK MEDICAL CENTER,1982
ORANGE REGIONAL MEDICAL CENTER,1983
ORLANDO HEALTH,1984
ORO VALLEY HOSPITAL,1985
OROVILLE HOSPITAL,1986
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,1987
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,1988
ORTHOPAEDIC HSPTL OF WI,1989
ORTHOPEDIC HOSPITAL,1990
OSCEOLA REGIONAL MEDICAL CENTER,1991
OSS ORTHOPAEDIC HOSPITAL,1992
OSWEGO HOSPITAL,1993
OTSEGO MEMORIAL HOSPITAL,1994
OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1995
OTTUMWA REGIONAL HEALTH CENTER,1996
OUACHITA COUNTY MEDICAL CENTER,1997
OUR LADY OF BELLEFONTE HOSPITAL,1998
OUR LADY OF LOURDES MEDICAL CENTER,1999
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",2000
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",2001
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,2002
OUR LADY OF THE RESURRECTION MED CTR,2003
OVERLAKE HOSPITAL MEDICAL CENTER,2004
OVERLAND PARK REG MED CTR,2005
OVERLOOK HOSPITAL,2006
OWATONNA HOSPITAL,2007
OWENSBORO MEDICAL HEALTH SYSTEM,2008
OZARKS COMMUNITY HOSPITAL,2009
OZARKS MEDICAL CENTER,2010
P & S SURGICAL HOSPITAL,2011
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,2012
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,2013
PACIFIC ALLIANCE MEDICAL CENTER,2014
PACIFIC HOSPITAL OF LONG BEACH,2015
PACIFICA HOSPITAL OF THE VALLEY,2016
PALESTINE REGIONAL MEDICAL CENTER,2017
PALI MOMI MEDICAL CENTER,2018
PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,2019
PALM BAY HOSPITAL,2020
PALM BEACH GARDENS MEDICAL CENTER,2021
PALM DRIVE HOSPITAL,2022
PALM SPRINGS GENERAL HOSPITAL,2023
PALMDALE REGIONAL MEDICAL CENTER,2024
PALMERTON HOSPITAL,2025
PALMETTO GENERAL HOSPITAL,2026
PALMETTO HEALTH BAPTIST,2027
PALMETTO HEALTH RICHLAND,2028
PALMS OF PASADENA HOSPITAL,2029
PALMS WEST HOSPITAL,2030
PALO PINTO GENERAL HOSPITAL,2031
PALO VERDE HOSPITAL,2032
PALOMAR MEDICAL CENTER,2033
PALOS COMMUNITY HOSPITAL,2034
PAMPA REGIONAL MEDICAL CENTER,2035
PARADISE VALLEY HOSPITAL,2036
PARIS REGIONAL MEDICAL CENTER,2037
PARK CITY MEDICAL CENTER,2038
PARK NICOLLET METHODIST HOSPITAL,2039
PARK PLAZA HOSPITAL,2040
PARK RIDGE HEALTH,2041
PARKER ADVENTIST HOSPITAL,2042
PARKLAND HEALTH AND HOSPITAL SYSTEM,2043
PARKLAND HEALTH CENTER,2044
PARKLAND MEDICAL CENTER,2045
PARKRIDGE MEDICAL CENTER,2046
PARKVIEW ADVENTIST MEDICAL CENTER,2047
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,2048
PARKVIEW HUNTINGTON HOSPITAL,2049
PARKVIEW MEDICAL CENTER INC,2050
PARKVIEW NOBLE HOSPITAL,2051
PARKVIEW REGIONAL HOSPITAL,2052
PARKVIEW REGIONAL MEDICAL CENTER,2053
PARKVIEW WHITLEY HOSPITAL,2054
PARKWAY MEDICAL CENTER,2055
PARKWAY REGIONAL HOSPITAL,2056
PARKWEST MEDICAL CENTER,2057
PARMA COMMUNITY GENERAL HOSPITAL,2058
PARRISH MEDICAL CENTER,2059
PASCO REGIONAL MEDICAL CENTER,2060
PASSAVANT AREA HOSPITAL,2061
PATEWOOD MEMORIAL HOSPITAL,2062
PATIENTS' HOSPITAL OF REDDING,2063
PATTIE A CLAY REGIONAL MEDICAL CENTER,2064
PAUL B HALL REGIONAL MEDICAL CENTER,2065
PAULS VALLEY GENERAL HOSPITAL,2066
PAYSON REGIONAL MEDICAL CENTER,2067
PEACE RIVER REGIONAL MEDICAL CENTER,2068
PEACEHEALTH SOUTHWEST MEDICAL CENTER,2069
PEACHEALTH ST JOHN MEDICAL CENTER,2070
PECONIC BAY MEDICAL CENTER,2071
PECOS COUNTY MEMORIAL HOSPITAL,2072
PEKIN MEMORIAL HOSPITAL,2073
PEMISCOT MEMORIAL HOSPITAL,2074
PENINSULA HOSPITAL CENTER,2075
PENINSULA MEDICAL CENTER,2076
PENINSULA REGIONAL MEDICAL CENTER,2077
PENN PRESBYTERIAN MEDICAL CENTER,2078
PENNOCK HOSPITAL,2079
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,2080
PENOBSCOT BAY MEDICAL CENTER,2081
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,2082
PERRY COMMUNITY HOSPITAL,2083
PERRY HOSPITAL,2084
PERRY MEMORIAL HOSPITAL,2085
PERSON MEMORIAL HOSPITAL,2086
PETALUMA VALLEY HOSPITAL,2087
PETERSON REGIONAL MEDICAL CENTER,2088
PHELPS COUNTY REGIONAL MEDICAL CENTER,2089
PHELPS MEMORIAL HOSPITAL ASSN,2090
PHOEBE NORTH,2091
PHOEBE PUTNEY MEMORIAL HOSPITAL,2092
PHOEBE SUMTER MEDICAL CENTER,2093
PHOENIX BAPTIST HOSPITAL,2094
PHOENIX INDIAN MEDICAL CENTER,2095
PHOENIXVILLE HOSPITAL,2096
PHS INDIAN HOSPITAL AT PINE RIDGE,2097
PHS INDIAN HOSPITAL AT ROSEBUD,2098
"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",2099
"PHYSICIANS CENTRE,THE",2100
PHYSICIANS MEDICAL CENTER,2101
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,2102
PHYSICIANS' MEDICAL CENTER LLC,2103
PHYSICIANS' SPECIALTY HOSPITAL,2104
PICKENS COUNTY MEDICAL CENTER,2105
PIEDMONT FAYETTE HOSPITAL,2106
PIEDMONT HOSPITAL,2107
PIEDMONT MEDICAL CENTER,2108
PIEDMONT MOUNTAINSIDE HOSPITAL INC,2109
"PIEDMONT NEWNAN HOSPITAL, INC",2110
PIKEVILLE MEDICAL CENTER,2111
PINE CREEK MEDICAL CENTER LLP,2112
PINEVILLE COMMUNITY HOSPITAL,2113
PINNACLE HEALTH HOSPITALS,2114
PINNACLE HOSPITAL,2115
PIONEERS MEMORIAL HEALTHCARE DISTRICT,2116
PITT COUNTY MEMORIAL HOSPITAL,2117
PLACENTIA LINDA HOSPITAL,2118
PLAINS REGIONAL MEDICAL CENTER  CLOVIS,2119
PLAINVIEW HOSPITAL,2120
PLANTATION GENERAL HOSPITAL,2121
PLATTE VALLEY MEDICAL CENTER,2122
PLAZA MEDICAL CENTER OF FORT WORTH,2123
PLEASANT VALLEY HOSPITAL,2124
POCONO MEDICAL CENTER,2125
POMERADO HOSPITAL,2126
POMERENE HOSPITAL,2127
POMONA VALLEY HOSPITAL MEDICAL CENTER,2128
PONCA CITY MEDICAL CENTER,2129
POPLAR BLUFF REGIONAL MEDICAL CENTER,2130
PORT HURON HOSPITAL,2131
PORTAGE HEALTH HOSPITAL,2132
PORTER VALPARAISO HOSPITAL,2133
PORTERVILLE DEVELOPMENTAL CENTER,2134
PORTNEUF MEDICAL CENTER,2135
PORTSMOUTH REGIONAL HOSPITAL,2136
POTTSTOWN MEMORIAL MEDICAL CENTER,2137
POUDRE VALLEY HOSPITAL,2138
PRAIRIE LAKES HOSPITAL,2139
PRATT REGIONAL MEDICAL CENTER,2140
PRATTVILLE BAPTIST HOSPITAL,2141
PRESBYTERIAN HOSPITAL,2142
PRESBYTERIAN HOSPITAL HUNTERSVILLE,2143
PRESBYTERIAN HOSPITAL MATTHEWS,2144
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,2145
PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,2146
PRESBYTERIAN/ST LUKE'S MEDICAL CENTER,2147
PRINCE GEORGES HOSPITAL CENTER,2148
PRINCE WILLIAM HOSPITAL,2149
PRINCETON COMMUNITY HOSPITAL,2150
PROCTOR HOSPITAL,2151
PROGRESS WEST HEALTHCARE CENTER,2152
PROVENA - SAINT JOSEPH HOSPITAL,2153
PROVENA COVENANT MEDICAL CENTER- URBANA,2154
PROVENA MERCY MEDICAL CENTER,2155
PROVENA ST JOSEPH MEDICAL CENTER,2156
PROVENA ST MARYS HOSPITAL,2157
PROVENA UNITED SAMARITANS MEDCTR-LOGAN,2158
PROVIDENCE ALASKA MEDICAL CENTER,2159
PROVIDENCE CENTRALIA HOSPITAL,2160
PROVIDENCE HEALTH CENTER,2161
PROVIDENCE HOLY CROSS MEDICAL CENTER,2162
PROVIDENCE HOLY FAMILY HOSPITAL,2163
PROVIDENCE HOSPITAL,2164
PROVIDENCE HOSPITAL AND MEDICAL CENTERS,2165
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,2166
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,2167
PROVIDENCE MEDFORD MEDICAL CENTER,2168
PROVIDENCE MEDICAL CENTER,2169
PROVIDENCE MEMORIAL HOSPITAL,2170
PROVIDENCE MILWAUKIE HOSPITAL,2171
PROVIDENCE NEWBERG MEDICAL CENTER,2172
PROVIDENCE PORTLAND MEDICAL CENTER,2173
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,2174
PROVIDENCE SACRED HEART MEDICAL CENTER,2175
PROVIDENCE SAINT JOSEPH MEDICAL CTR,2176
PROVIDENCE ST MARY MEDICAL CENTER,2177
PROVIDENCE ST PETER HOSPITAL,2178
PROVIDENCE ST VINCENT MEDICAL CENTER,2179
PROVIDENCE TARZANA MEDICAL CENTER,2180
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,2181
PROVIDENT HOSPITAL OF CHICAGO,2182
PUNXSUTAWNEY AREA HOSPITAL,2183
PURCELL MUNICIPAL HOSPITAL,2184
PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,2185
PUTNAM COMMUNITY MEDICAL CENTER,2186
PUTNAM HOSPITAL CENTER,2187
QUAIL CREEK SURGICAL HOSPITAL,2188
QUEEN OF THE VALLEY MEDICAL CENTER,2189
QUEENS HOSPITAL CENTER,2190
QUINCY MEDICAL CENTER,2191
RALEIGH GENERAL HOSPITAL,2192
RANDOLPH HOSPITAL,2193
RANSOM MEMORIAL HOSPITAL,2194
RAPID CITY REGIONAL HOSPITAL,2195
RAPIDES REGIONAL MEDICAL CENTER,2196
RAPPAHANNOCK GENERAL HOSPITAL,2197
RARITAN BAY MEDICAL CENTER,2198
RAULERSON HOSPITAL,2199
READING HOSPITAL MEDICAL CENTER,2200
REDLANDS COMMUNITY HOSPITAL,2201
REDMOND REGIONAL MEDICAL CENTER,2202
REGINA MEDICAL CENTER,2203
REGIONAL HOSPITAL OF JACKSON,2204
REGIONAL HOSPITAL OF SCRANTON,2205
REGIONAL MEDICAL CENTER AT MEMPHIS,2206
REGIONAL MEDICAL CENTER BAYONET POINT,2207
REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,2208
REGIONAL MEDICAL CENTER OF SAN JOSE,2209
REGIONAL WEST MEDICAL CENTER,2210
REGIONS HOSPITAL,2211
REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,2212
REID HOSPITAL & HEALTH CARE SERVICES,2213
RENAISSANCE HOSPITAL GROVES,2214
RENAISSANCE HOSPITAL TERRELL,2215
RENOWN REGIONAL MEDICAL CENTER,2216
RENOWN SOUTH MEADOWS MEDICAL CENTER,2217
RESEARCH BELTON HOSPITAL,2218
RESEARCH MEDICAL CENTER,2219
RESTON HOSPITAL CENTER,2220
RESURRECTION MEDICAL CENTER,2221
REX HOSPITAL,2222
REYNOLDS MEMORIAL HOSPITAL,2223
RHC ST FRANCIS HOSPITAL,2224
RHODE ISLAND HOSPITAL,2225
RICE MEMORIAL HOSPITAL,2226
RICHARDSON MEDICAL CENTER,2227
RICHLAND MEMORIAL HOSPITAL,2228
RICHMOND UNIVERSITY MEDICAL CENTER,2229
RIDDLE MEMORIAL HOSPITAL,2230
RIDEOUT MEMORIAL HOSPITAL,2231
RIDGECREST REGIONAL HOSPITAL,2232
RIDGEVIEW MEDICAL CENTER,2233
RIO GRANDE REGIONAL HOSPITAL,2234
RIPLEY COUNTY MEMORIAL HOSPITAL,2235
RIVER OAKS HOSPITAL,2236
RIVER PARISHES HOSPITAL,2237
RIVER PARK HOSPITAL,2238
RIVER REGION HEALTH SYSTEM,2239
RIVERSIDE COMMUNITY HOSPITAL,2240
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,2241
RIVERSIDE GENERAL HOSPITAL,2242
RIVERSIDE MEDICAL CENTER,2243
RIVERSIDE METHODIST HOSPITAL,2244
RIVERSIDE REGIONAL MEDICAL CENTER,2245
RIVERSIDE SHORE MEMORIAL HOSPITAL,2246
RIVERSIDE TAPPAHANNOCK HOSPITAL,2247
RIVERSIDE WALTER REED HOSPITAL,2248
RIVERTON HOSPITAL,2249
RIVERTON MEMORIAL HOSPITAL,2250
RIVERVIEW HOSPITAL,2251
RIVERVIEW HSPTL ASSOC,2252
RIVERVIEW MEDICAL CENTER,2253
RIVERVIEW REGIONAL MEDICAL CENTER,2254
RIVERVIEW REGIONAL MEDICAL CENTER NORTH,2255
ROANE MEDICAL CENTER,2256
ROANOKE CHOWAN HOSPITAL,2257
ROBERT PACKER HOSPITAL,2258
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,2259
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,2260
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,2261
ROBINSON MEMORIAL HOSPITAL,2262
ROCHESTER GENERAL HOSPITAL,2263
ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR,2264
ROCKDALE MEDICAL CENTER,2265
ROCKFORD MEMORIAL HOSPITAL,2266
ROCKINGHAM MEMORIAL HOSPITAL,2267
ROCKVILLE GENERAL HOSPITAL,2268
ROGER WILLIAMS MEDICAL CENTER,2269
ROGUE VALLEY MEDICAL CENTER,2270
ROLLING PLAINS MEMORIAL HOSPITAL,2271
"ROME MEMORIAL HOSPITAL, INC",2272
RONALD REAGAN UCLA MEDICAL CENTER,2273
ROOSEVELT GENERAL HOSPITAL,2274
ROPER HOSPITAL,2275
ROSE MEDICAL CENTER,2276
ROSELAND COMMUNITY HOSPITAL,2277
ROSWELL REGIONAL HOSPITAL,2278
ROUND ROCK MEDICAL CENTER,2279
ROWAN REGIONAL MEDICAL CENTER,2280
ROXBOROUGH MEMORIAL HOSPITAL,2281
RUSH FOUNDATION HOSPITAL,2282
RUSH OAK PARK HOSPITAL,2283
RUSH UNIVERSITY MEDICAL CENTER,2284
RUSSELL COUNTY MEDICAL CENTER,2285
RUSSELL HOSPITAL,2286
RUSSELLVILLE HOSPITAL,2287
RUTHERFORD HOSPITAL INC,2288
RUTLAND REGIONAL MEDICAL CENTER,2289
SABINE MEDICAL CENTER,2290
SAC-OSAGE HOSPITAL,2291
SACRED HEART HOSPITAL,2292
SACRED HEART HOSPITAL ON THE EMERALD COAST,2293
SACRED HEART HOSPITAL ON THE GULF,2294
SACRED HEART HSPTL,2295
SACRED HEART MEDICAL CENTER - RIVERBEND,2296
SACRED HEART UNIVERSITY DISTRICT,2297
SADDLEBACK MEMORIAL MEDICAL CENTER,2298
SAINT AGNES HOSPITAL,2299
SAINT AGNES MEDICAL CENTER,2300
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,2301
SAINT ANNE'S HOSPITAL,2302
